usuario_id,idade,sexo,estado_civil,dependentes,cidade,estado,profissao,escolaridade,renda_mensal,outras_rendas,nivel_endividamento,score_credito,saldo_medio_conta,limite_cartao,frequencia_poupanca,percentual_renda_investida,tempo_emprego_anos,possui_financiamento,possui_imovel,possui_veiculo,perfil_financeiro
451,39,Masculino,Solteiro,1,Manaus,AM,Funcionário Público,Superior,4682.13,0.0,78.71,426,-76.04,2238.32,Às vezes,0.41,16.7,Sim,Não,Sim,Em risco
452,29,Feminino,Solteiro,4,Campo Grande,MS,Designer Gráfico,Superior,4556.1,0.0,25.0,636,1177.13,3207.85,Às vezes,6.54,8.3,Não,Não,Sim,Em observação
453,52,Feminino,Casado,0,Cuiabá,MT,Motoboy,Pós-graduação,2658.01,0.0,38.68,565,915.05,3613.54,Às vezes,6.1,31.8,Não,Sim,Não,Em observação
454,40,Feminino,Solteiro,3,São Paulo,SP,Veterinário,Superior,5035.97,0.0,92.52,412,597.0,3590.56,Raramente,1.59,8.3,Sim,Não,Não,Em risco
455,41,Feminino,Casado,2,Salvador,BA,Analista Financeiro,Superior,8766.4,1999.72,7.09,885,8548.7,26253.95,Sempre,23.06,11.6,Não,Não,Não,Saudável
456,36,Feminino,Casado,1,Guarulhos,SP,Autônomo,Médio,5176.96,0.0,48.28,629,716.62,6447.24,Raramente,4.73,1.2,Sim,Sim,Não,Em observação
457,34,Feminino,Casado,3,Goiânia,GO,Técnico em Informática,Médio,5678.16,1157.91,14.56,911,3526.06,11389.14,Sempre,22.68,9.2,Não,Não,Sim,Saudável
458,63,Feminino,Casado,3,Vila Velha,ES,Jornalista,Superior,4627.73,0.0,42.54,480,2212.54,3585.82,Às vezes,2.5,14.6,Não,Não,Não,Em observação
459,35,Masculino,União Estável,0,Palmas,TO,Recepcionista,Médio,2462.32,242.12,9.42,938,1587.91,5931.67,Frequentemente,20.05,5.1,Não,Não,Não,Saudável
460,18,Masculino,Divorciado,0,Duque de Caxias,RJ,Autônomo,Médio,8922.38,0.0,7.12,935,13695.9,15622.14,Frequentemente,22.23,0.0,Não,Não,Sim,Saudável
461,27,Feminino,Casado,0,Teresina,PI,Designer Gráfico,Médio,7489.41,0.0,16.87,754,13344.42,12036.01,Às vezes,10.0,4.3,Não,Não,Sim,Saudável
462,73,Masculino,Casado,0,Manaus,AM,Funcionário Público,Superior,8014.23,1004.94,39.0,500,1066.22,6876.64,Raramente,5.96,18.7,Não,Sim,Sim,Em observação
463,32,Masculino,Solteiro,1,Juazeiro do Norte,CE,Gerente Comercial,Superior,10301.75,0.0,44.15,585,2095.71,10001.16,Às vezes,5.64,0.2,Sim,Não,Sim,Em observação
464,39,Feminino,Casado,3,Cuiabá,MT,Motoboy,Fundamental,3160.47,0.0,44.29,522,772.57,3333.86,Às vezes,3.74,1.5,Não,Não,Não,Em observação
465,49,Feminino,Viúvo,2,Palmas,TO,Contador,Superior,5249.18,0.0,60.01,438,388.07,1938.39,Raramente,1.08,9.1,Sim,Não,Não,Em risco
466,30,Feminino,Solteiro,2,Olinda,PE,Cozinheiro,Médio,2515.29,0.0,29.25,480,1610.14,2339.73,Nunca,3.35,7.7,Sim,Não,Não,Em observação
467,30,Masculino,Casado,0,Maceió,AL,Estudante,Superior,1412.0,0.0,11.32,717,1628.24,2184.57,Sempre,22.7,3.0,Não,Não,Sim,Saudável
468,33,Masculino,Casado,3,Campinas,SP,Designer Gráfico,Superior,2942.5,0.0,74.92,431,-53.57,1262.31,Nunca,1.28,2.4,Sim,Não,Não,Em risco
469,46,Feminino,Solteiro,3,Belém,PA,Cozinheiro,Médio,3173.66,0.0,6.93,901,5198.02,6955.52,Sempre,31.43,19.4,Sim,Não,Sim,Saudável
470,43,Feminino,Casado,0,Campinas,SP,Eletricista,Médio,3140.23,0.0,66.39,396,442.47,1038.74,Nunca,0.0,12.9,Não,Não,Não,Em risco
471,32,Masculino,Solteiro,2,Campo Grande,MS,Cozinheiro,Médio,3768.33,851.1,2.89,920,5098.49,5154.12,Sempre,10.0,1.1,Sim,Não,Sim,Saudável
472,22,Feminino,Solteiro,0,Joinville,SC,Engenheiro Civil,Superior,8669.55,0.0,89.05,405,1611.59,1554.59,Nunca,2.24,1.3,Sim,Não,Não,Em risco
473,43,Feminino,Divorciado,3,Anápolis,GO,Advogado,Médio,18794.8,3415.18,9.6,786,39799.99,40665.83,Às vezes,19.82,1.7,Sim,Sim,Sim,Saudável
474,54,Masculino,Casado,0,Belo Horizonte,MG,Engenheiro de Produção,Superior,9497.57,0.0,75.29,485,1066.29,3753.11,Às vezes,0.0,7.1,Sim,Não,Sim,Em risco
475,34,Feminino,Solteiro,1,Juiz de Fora,MG,Empresário,Superior,17993.61,0.0,33.95,588,9819.8,22648.05,Às vezes,5.83,5.3,Não,Sim,Sim,Em observação
476,34,Feminino,Solteiro,1,Palmas,TO,Cabeleireiro,Médio,1765.21,0.0,74.96,391,314.47,1229.23,Raramente,1.22,6.6,Sim,Não,Não,Em risco
477,43,Feminino,Solteiro,1,Santos,SP,Corretor de Imóveis,Médio,11525.68,3443.35,14.28,1000,20280.08,14711.44,Frequentemente,10.25,4.1,Não,Sim,Sim,Saudável
478,37,Feminino,Solteiro,2,Fortaleza,CE,Recepcionista,Médio,2664.92,0.0,42.28,548,1576.15,2473.56,Raramente,6.73,7.8,Sim,Não,Não,Em observação
479,47,Masculino,União Estável,0,Londrina,PR,Aposentado,Superior,3015.49,0.0,70.03,443,-146.76,1644.57,Nunca,0.36,14.0,Sim,Não,Não,Em risco
480,39,Feminino,Solteiro,1,Salvador,BA,Eletricista,Médio,4613.43,0.0,25.0,682,1911.05,2645.46,Raramente,7.79,6.0,Não,Sim,Não,Em observação
481,18,Masculino,Casado,0,Feira de Santana,BA,Técnico em Informática,Médio,4709.75,0.0,45.51,667,1904.55,2413.88,Às vezes,10.19,0.0,Sim,Não,Não,Em observação
482,28,Feminino,Casado,0,Olinda,PE,Jornalista,Superior,5798.52,240.63,34.13,696,1970.49,6917.85,Raramente,6.6,6.4,Sim,Não,Não,Em observação
483,27,Feminino,Solteiro,0,Blumenau,SC,Contador,Superior,5439.56,0.0,27.34,596,1359.38,7934.69,Às vezes,5.11,5.2,Sim,Não,Não,Em observação
484,18,Masculino,Solteiro,0,Feira de Santana,BA,Enfermeiro,Superior,4794.82,0.0,31.75,555,2710.83,6277.81,Raramente,6.95,0.0,Sim,Não,Sim,Em observação
485,32,Feminino,Casado,4,Anápolis,GO,Motoboy,Superior,2770.92,0.0,39.6,601,339.25,2345.61,Às vezes,9.93,12.9,Não,Não,Sim,Em observação
486,42,Feminino,Casado,1,Juiz de Fora,MG,Enfermeiro,Superior,3182.82,0.0,81.33,372,-54.26,2452.72,Raramente,0.8,6.3,Sim,Não,Não,Em risco
487,47,Feminino,Solteiro,1,Niterói,RJ,Designer Gráfico,Superior,6570.78,0.0,18.52,760,5940.71,13128.95,Sempre,26.97,18.4,Não,Sim,Sim,Saudável
488,60,Masculino,Viúvo,0,Porto Alegre,RS,Engenheiro de Produção,Superior,11220.53,0.0,11.2,814,20960.98,31238.03,Frequentemente,23.62,4.7,Não,Sim,Sim,Saudável
489,31,Masculino,União Estável,1,Feira de Santana,BA,Advogado,Pós-graduação,9590.25,0.0,82.64,300,660.9,5485.29,Frequentemente,0.45,9.0,Não,Não,Não,Em risco
490,35,Masculino,Casado,1,Pelotas,RS,Vendedor,Médio,2984.12,0.0,85.36,407,51.15,2069.86,Raramente,2.14,3.1,Não,Não,Não,Em risco
491,58,Feminino,Solteiro,1,Caxias do Sul,RS,Pedreiro,Fundamental,2727.42,247.5,40.77,577,474.93,2852.02,Raramente,12.0,32.6,Sim,Não,Não,Em observação
492,47,Masculino,Divorciado,1,Juazeiro do Norte,CE,Corretor de Imóveis,Médio,11490.08,0.0,38.25,609,2237.2,9169.77,Raramente,6.86,25.7,Sim,Sim,Sim,Em observação
493,27,Feminino,Divorciado,1,Uberlândia,MG,Analista de TI,Médio,8078.56,1444.42,7.5,745,16864.09,21038.14,Sempre,18.66,0.0,Não,Não,Não,Saudável
494,46,Masculino,Casado,1,Joinville,SC,Estudante,Médio,1566.37,0.0,24.74,1000,3668.74,3706.09,Sempre,20.07,1.9,Não,Não,Sim,Saudável
495,43,Masculino,Divorciado,0,Recife,PE,Contador,Superior,5512.82,532.56,25.0,486,3278.47,8380.05,Às vezes,6.71,10.0,Não,Não,Não,Em observação
496,58,Feminino,Solteiro,0,Niterói,RJ,Pedreiro,Fundamental,2844.9,0.0,37.03,524,1372.72,3608.75,Às vezes,9.75,32.0,Não,Não,Não,Em observação
497,30,Feminino,Casado,0,Guarulhos,SP,Cabeleireiro,Pós-graduação,3369.14,0.0,31.2,547,785.71,2311.11,Às vezes,9.36,5.9,Sim,Não,Não,Em observação
498,51,Feminino,Solteiro,0,Londrina,PR,Cabeleireiro,Pós-graduação,3933.36,0.0,15.45,739,6876.09,9941.21,Frequentemente,13.3,11.4,Não,Sim,Não,Saudável
499,45,Masculino,Solteiro,2,Londrina,PR,Cabeleireiro,Superior,3211.06,0.0,73.59,464,163.85,979.54,Nunca,1.13,8.8,Sim,Não,Não,Em risco
500,40,Masculino,Solteiro,0,São Paulo,SP,Enfermeiro,Superior,3738.63,0.0,78.62,400,512.22,924.46,Nunca,1.77,1.8,Não,Não,Não,Em risco
501,27,Masculino,Solteiro,2,Juazeiro do Norte,CE,Enfermeiro,Superior,4600.74,0.0,52.78,668,990.6,6777.55,Às vezes,8.59,1.8,Sim,Não,Não,Em observação
502,30,Masculino,Casado,2,João Pessoa,PB,Estudante,Médio,1412.0,0.0,30.01,542,305.27,1688.67,Frequentemente,10.5,6.0,Sim,Não,Não,Em observação
503,43,Feminino,União Estável,2,Florianópolis,SC,Motorista,Médio,4552.98,1117.12,16.26,906,4751.68,6176.05,Sempre,17.95,4.2,Não,Não,Não,Saudável
504,53,Feminino,Solteiro,0,Curitiba,PR,Analista Financeiro,Superior,6376.34,0.0,75.94,476,942.67,3551.34,Raramente,0.91,1.3,Sim,Sim,Sim,Em risco
505,28,Masculino,Solteiro,0,Londrina,PR,Analista de TI,Superior,7602.95,0.0,54.99,480,2996.93,11132.68,Frequentemente,9.54,5.1,Sim,Não,Não,Em observação
506,28,Feminino,Solteiro,1,Maringá,PR,Engenheiro Civil,Superior,15341.59,0.0,22.04,876,19361.42,23538.12,Frequentemente,10.0,5.9,Não,Sim,Sim,Saudável
507,43,Masculino,Solteiro,1,Manaus,AM,Farmacêutico,Superior,3230.33,0.0,63.91,316,264.58,1654.65,Às vezes,1.3,7.6,Sim,Não,Não,Em risco
508,47,Feminino,Divorciado,2,Manaus,AM,Recepcionista,Médio,1698.31,0.0,69.19,341,41.39,607.05,Raramente,1.62,0.0,Sim,Não,Sim,Em risco
509,30,Feminino,Solteiro,4,Joinville,SC,Contador,Fundamental,5992.65,0.0,58.82,335,372.36,3525.9,Nunca,0.0,4.8,Sim,Não,Não,Em risco
510,23,Masculino,Solteiro,0,Pelotas,RS,Aposentado,Superior,4163.64,0.0,51.47,480,1481.3,5241.55,Frequentemente,6.59,5.0,Sim,Não,Não,Em observação
511,33,Feminino,Solteiro,0,São Luís,MA,Analista de TI,Superior,9013.83,0.0,45.6,591,1116.53,7962.15,Raramente,1.0,7.4,Não,Não,Sim,Em observação
512,58,Masculino,União Estável,1,Pelotas,RS,Desenvolvedor de Software,Superior,10041.14,0.0,41.1,602,2595.8,6791.22,Às vezes,3.67,2.7,Não,Não,Sim,Em observação
513,36,Masculino,Casado,1,Curitiba,PR,Autônomo,Médio,2947.22,0.0,58.62,433,347.58,596.29,Nunca,0.92,1.4,Não,Não,Sim,Em risco
514,35,Masculino,Casado,1,Olinda,PE,Corretor de Imóveis,Médio,6122.58,0.0,82.07,331,223.4,2409.71,Nunca,1.1,0.7,Sim,Sim,Não,Em risco
515,54,Masculino,Solteiro,1,Recife,PE,Designer Gráfico,Superior,7900.44,1785.86,21.21,860,11330.45,14857.17,Frequentemente,31.5,17.4,Não,Não,Sim,Saudável
516,36,Feminino,Casado,2,Uberlândia,MG,Estudante,Médio,1412.0,0.0,8.32,764,2548.3,2102.51,Às vezes,14.63,15.3,Não,Sim,Não,Saudável
517,52,Masculino,Solteiro,2,Cuiabá,MT,Designer Gráfico,Superior,5359.73,0.0,34.75,545,2003.29,4702.77,Raramente,1.8,0.7,Sim,Não,Sim,Em observação
518,39,Masculino,Divorciado,1,Joinville,SC,Jornalista,Superior,3167.45,0.0,70.56,448,36.64,2478.17,Nunca,1.65,12.2,Não,Não,Não,Em risco
519,35,Feminino,Casado,2,Porto Alegre,RS,Jornalista,Superior,3755.94,0.0,58.96,452,631.19,688.49,Nunca,0.0,4.4,Sim,Não,Não,Em risco
520,37,Feminino,Casado,1,Niterói,RJ,Funcionário Público,Superior,11224.5,0.0,9.62,801,23335.49,31033.4,Frequentemente,14.27,4.0,Não,Sim,Sim,Saudável
521,28,Masculino,Casado,3,Rio de Janeiro,RJ,Cabeleireiro,Médio,3130.26,323.72,33.41,604,752.05,2469.17,Nunca,9.9,8.2,Sim,Sim,Sim,Em observação
522,49,Feminino,Casado,1,Teresina,PI,Motoboy,Fundamental,2324.89,0.0,46.34,676,1444.75,1338.27,Às vezes,1.0,16.3,Sim,Sim,Não,Em observação
523,40,Feminino,Solteiro,0,Juiz de Fora,MG,Engenheiro Civil,Superior,8490.16,0.0,90.57,300,1372.33,3810.67,Raramente,0.0,9.7,Sim,Não,Não,Em risco
524,46,Masculino,Solteiro,0,Belo Horizonte,MG,Recepcionista,Médio,1502.76,0.0,63.91,300,133.34,423.22,Raramente,0.25,3.6,Sim,Não,Não,Em risco
525,28,Masculino,Divorciado,1,Niterói,RJ,Motoboy,Fundamental,2392.61,0.0,68.61,364,458.29,1733.98,Nunca,1.13,0.5,Sim,Não,Não,Em risco
526,46,Masculino,Casado,0,Florianópolis,SC,Advogado,Pós-graduação,11900.11,0.0,47.28,522,5692.77,16323.41,Raramente,8.66,27.1,Sim,Sim,Sim,Em observação
527,56,Feminino,Solteiro,0,Santos,SP,Técnico em Informática,Médio,5183.35,0.0,39.57,609,3156.12,3429.23,Frequentemente,2.0,31.0,Não,Sim,Não,Em observação
528,44,Feminino,Solteiro,1,Campinas,SP,Autônomo,Médio,9911.45,1877.77,7.38,844,14649.52,24092.77,Frequentemente,20.08,18.8,Não,Não,Sim,Saudável
529,35,Feminino,Casado,0,Porto Alegre,RS,Cozinheiro,Médio,3090.49,634.23,13.05,1000,8148.55,7697.46,Frequentemente,23.12,14.1,Não,Sim,Sim,Saudável
530,45,Masculino,Divorciado,1,Rio de Janeiro,RJ,Técnico em Informática,Fundamental,4172.76,0.0,97.61,344,655.41,1361.56,Raramente,0.87,11.7,Não,Não,Não,Em risco
531,53,Masculino,Casado,0,Joinville,SC,Desenvolvedor de Software,Superior,7340.43,0.0,58.18,393,617.74,5063.39,Raramente,1.97,11.9,Sim,Não,Sim,Em risco
532,47,Masculino,Viúvo,4,Uberlândia,MG,Jornalista,Superior,3455.63,0.0,64.06,364,178.66,2569.54,Nunca,1.08,9.4,Sim,Não,Sim,Em risco
533,50,Feminino,Solteiro,1,Belém,PA,Designer Gráfico,Pós-graduação,3495.84,0.0,77.62,410,281.07,2808.19,Raramente,0.65,0.1,Não,Não,Não,Em risco
534,31,Masculino,Solteiro,0,Anápolis,GO,Autônomo,Médio,6675.68,0.0,32.48,675,2704.61,6443.13,Às vezes,3.53,13.0,Sim,Sim,Não,Em observação
535,39,Feminino,Solteiro,2,Maceió,AL,Advogado,Pós-graduação,5716.3,0.0,76.82,432,756.85,1258.55,Raramente,1.48,5.9,Não,Sim,Não,Em risco
536,40,Masculino,Casado,2,Londrina,PR,Técnico em Informática,Médio,2200.48,0.0,61.2,435,-56.69,1264.15,Nunca,0.58,1.1,Não,Sim,Não,Em risco
537,45,Masculino,Casado,1,Caxias do Sul,RS,Farmacêutico,Superior,3298.51,135.74,70.26,387,-162.35,1195.57,Nunca,0.54,14.0,Sim,Não,Não,Em risco
538,22,Feminino,Solteiro,0,Olinda,PE,Aposentado,Médio,5495.22,0.0,18.78,883,11429.89,10849.0,Frequentemente,10.0,1.7,Sim,Não,Não,Saudável
539,24,Masculino,Casado,1,Maceió,AL,Autônomo,Médio,6439.9,0.0,46.53,710,3178.27,3996.54,Às vezes,4.94,0.5,Sim,Não,Não,Em observação
540,36,Feminino,Casado,2,Juiz de Fora,MG,Motorista,Médio,4710.36,0.0,7.18,702,9078.35,8591.71,Sempre,27.81,10.6,Não,Sim,Sim,Saudável
541,18,Feminino,Divorciado,0,Belo Horizonte,MG,Desenvolvedor de Software,Pós-graduação,9431.52,0.0,68.41,326,409.42,3612.63,Nunca,0.41,0.0,Sim,Sim,Não,Em risco
542,47,Masculino,Casado,3,Campinas,SP,Vendedor,Médio,3223.68,275.36,47.05,567,783.73,2239.64,Nunca,5.28,0.2,Não,Não,Sim,Em observação
543,53,Feminino,União Estável,3,Guarulhos,SP,Aposentado,Médio,6676.93,0.0,20.2,716,17133.18,11905.19,Frequentemente,27.74,32.3,Sim,Sim,Sim,Saudável
544,56,Masculino,Solteiro,0,Santos,SP,Vendedor,Pós-graduação,4051.44,0.0,43.03,644,1318.4,4365.13,Às vezes,5.73,27.1,Sim,Não,Sim,Em observação
545,20,Feminino,Casado,0,Maceió,AL,Engenheiro de Produção,Fundamental,12699.89,1085.4,44.0,620,3391.46,20081.57,Raramente,9.46,1.3,Sim,Sim,Não,Em observação
546,54,Masculino,Casado,0,Recife,PE,Vendedor,Superior,3769.01,0.0,58.0,552,1946.74,2825.63,Raramente,10.91,13.0,Sim,Não,Não,Em observação
547,54,Masculino,Solteiro,0,Fortaleza,CE,Vendedor,Médio,5440.15,1279.89,0.0,741,6390.22,12097.83,Frequentemente,24.34,9.2,Sim,Sim,Não,Saudável
548,27,Feminino,Solteiro,1,João Pessoa,PB,Vendedor,Médio,2758.71,0.0,39.84,617,1366.09,1600.78,Frequentemente,5.12,8.5,Não,Não,Não,Em observação
549,29,Feminino,Solteiro,0,Teresina,PI,Cozinheiro,Médio,3051.27,0.0,58.0,689,358.59,3100.8,Frequentemente,12.0,7.5,Sim,Não,Não,Em observação
550,51,Feminino,Viúvo,0,Vitória,ES,Técnico em Informática,Médio,2760.43,0.0,75.74,320,21.94,2155.84,Raramente,0.45,11.2,Sim,Não,Não,Em risco
551,35,Feminino,Casado,1,Anápolis,GO,Gerente Comercial,Superior,11622.78,0.0,30.93,592,2711.95,8168.08,Nunca,2.57,7.7,Não,Não,Sim,Em observação
552,34,Feminino,Solteiro,1,Belém,PA,Advogado,Pós-graduação,9205.75,0.0,98.0,388,990.54,3321.97,Nunca,0.65,3.0,Não,Não,Não,Em risco
553,30,Masculino,Solteiro,0,Maceió,AL,Estudante,Médio,1412.0,57.54,33.64,626,271.04,750.2,Às vezes,4.12,4.3,Não,Sim,Não,Em observação
554,39,Masculino,Solteiro,1,Juiz de Fora,MG,Gerente Comercial,Superior,8843.09,957.38,41.36,698,4728.61,6306.12,Raramente,7.2,7.3,Não,Não,Sim,Em observação
555,42,Masculino,Solteiro,2,Belém,PA,Empresário,Superior,9138.08,0.0,91.01,319,629.45,3405.97,Nunca,0.99,2.8,Não,Não,Sim,Em risco
556,25,Feminino,Casado,3,Pelotas,RS,Motorista,Médio,2344.41,0.0,47.62,592,1360.6,1388.83,Às vezes,12.0,5.4,Não,Não,Não,Em observação
557,37,Feminino,Solteiro,1,Vila Velha,ES,Veterinário,Superior,8358.19,0.0,7.91,862,6644.7,25446.19,Frequentemente,19.7,16.6,Não,Sim,Sim,Saudável
558,18,Masculino,Divorciado,0,Maringá,PR,Desenvolvedor de Software,Superior,10358.88,0.0,3.12,750,20324.17,15407.62,Frequentemente,19.04,0.0,Sim,Não,Sim,Saudável
559,32,Masculino,União Estável,2,Cuiabá,MT,Desenvolvedor de Software,Médio,5235.71,0.0,73.42,425,46.71,4114.12,Nunca,1.01,3.3,Não,Sim,Não,Em risco
560,18,Feminino,Casado,0,Campo Grande,MS,Analista Financeiro,Superior,9169.49,485.27,58.0,552,3005.18,6932.16,Às vezes,3.8,0.0,Não,Não,Sim,Em observação
561,27,Masculino,Solteiro,1,Porto Alegre,RS,Veterinário,Superior,6516.83,0.0,44.61,523,3177.85,9746.48,Às vezes,6.61,9.0,Não,Não,Não,Em observação
562,58,Feminino,Divorciado,1,São Paulo,SP,Engenheiro de Produção,Fundamental,11132.6,0.0,17.06,781,9137.73,27470.34,Sempre,27.58,33.5,Não,Não,Sim,Saudável
563,51,Feminino,Casado,1,Joinville,SC,Cabeleireiro,Médio,4463.36,0.0,8.94,830,7241.91,14260.56,Frequentemente,25.52,17.4,Sim,Não,Não,Saudável
564,46,Feminino,Viúvo,3,Porto Alegre,RS,Autônomo,Superior,6745.13,0.0,18.63,839,13639.22,15451.24,Às vezes,25.99,14.7,Não,Não,Não,Saudável
565,22,Feminino,Solteiro,0,Anápolis,GO,Aposentado,Médio,5524.34,0.0,39.71,561,2346.87,6470.09,Raramente,3.87,3.9,Não,Sim,Sim,Em observação
566,31,Feminino,Casado,0,Salvador,BA,Designer Gráfico,Superior,5529.15,0.0,42.16,490,2927.79,7876.24,Raramente,8.9,1.5,Não,Não,Sim,Em observação
567,40,Feminino,União Estável,1,Duque de Caxias,RJ,Gerente Comercial,Pós-graduação,10116.49,0.0,33.93,480,2928.07,12778.29,Às vezes,6.16,22.0,Não,Sim,Não,Em observação
568,57,Feminino,União Estável,2,Fortaleza,CE,Cabeleireiro,Médio,4795.48,0.0,31.32,579,1143.64,4351.19,Nunca,10.02,17.7,Não,Não,Não,Em observação
569,24,Feminino,Divorciado,1,Guarulhos,SP,Cozinheiro,Médio,2272.33,158.41,55.0,382,291.95,1033.47,Nunca,1.02,1.6,Sim,Não,Não,Em risco
570,28,Feminino,Divorciado,0,Teresina,PI,Cabeleireiro,Médio,5847.81,0.0,17.55,700,6679.67,7122.7,Frequentemente,26.35,6.7,Sim,Sim,Não,Saudável
571,18,Feminino,Solteiro,0,Recife,PE,Advogado,Pós-graduação,15532.56,952.79,46.62,570,5423.18,16529.3,Às vezes,10.12,0.0,Sim,Sim,Sim,Em observação
572,62,Masculino,Casado,1,São Luís,MA,Farmacêutico,Superior,5404.34,0.0,65.61,416,647.04,4115.36,Nunca,2.28,15.8,Sim,Sim,Não,Em risco
573,39,Feminino,Solteiro,0,Juazeiro do Norte,CE,Motorista,Pós-graduação,3253.38,0.0,34.68,532,1421.3,4267.62,Às vezes,5.85,9.0,Não,Não,Não,Em observação
574,28,Feminino,Casado,1,Blumenau,SC,Aposentado,Médio,4433.48,0.0,35.56,593,698.95,6402.48,Raramente,10.99,1.3,Não,Não,Sim,Em observação
575,47,Feminino,União Estável,1,Curitiba,PR,Advogado,Pós-graduação,10355.06,0.0,80.54,373,399.36,8120.09,Às vezes,1.45,9.9,Não,Não,Sim,Em risco
576,37,Masculino,Casado,0,Maceió,AL,Pedreiro,Fundamental,1601.28,0.0,78.12,404,-24.21,1110.87,Raramente,0.88,3.7,Sim,Não,Não,Em risco
577,28,Feminino,Solteiro,0,Rio de Janeiro,RJ,Farmacêutico,Superior,8289.16,0.0,13.48,813,8762.04,20702.13,Sempre,24.8,9.6,Não,Não,Não,Saudável
578,33,Feminino,Casado,3,Belém,PA,Advogado,Médio,12431.52,241.38,64.01,374,282.02,7214.5,Às vezes,0.0,7.6,Não,Não,Sim,Em risco
579,69,Masculino,Solteiro,1,Juiz de Fora,MG,Analista de TI,Superior,7888.12,0.0,50.7,585,4064.76,10458.8,Raramente,7.65,31.3,Não,Sim,Não,Em observação
580,40,Feminino,União Estável,1,Santos,SP,Eletricista,Médio,5358.58,0.0,20.15,1000,8761.87,6944.37,Sempre,10.0,13.5,Não,Sim,Sim,Saudável
581,47,Feminino,União Estável,0,Joinville,SC,Recepcionista,Médio,2239.82,97.65,30.85,607,455.83,1822.78,Às vezes,8.83,7.4,Não,Não,Não,Em observação
582,33,Feminino,Divorciado,0,Teresina,PI,Empresário,Superior,15111.71,0.0,55.0,411,2302.55,12504.97,Nunca,0.66,2.3,Não,Não,Sim,Em risco
583,59,Masculino,Casado,0,Feira de Santana,BA,Técnico em Informática,Fundamental,4310.04,0.0,51.24,606,2237.51,6765.75,Nunca,5.61,6.8,Sim,Sim,Sim,Em observação
584,24,Masculino,Viúvo,2,Vitória,ES,Gerente Comercial,Médio,13671.6,2211.25,17.13,713,27272.13,26363.02,Sempre,18.93,4.3,Não,Sim,Sim,Saudável
585,37,Feminino,Solteiro,0,Duque de Caxias,RJ,Funcionário Público,Superior,11373.83,566.06,53.84,480,4763.2,16661.19,Frequentemente,10.29,0.3,Sim,Sim,Sim,Em observação
586,61,Feminino,Casado,0,João Pessoa,PB,Motorista,Superior,4347.2,0.0,17.3,943,3066.1,8762.74,Sempre,14.17,27.8,Não,Não,Não,Saudável
587,34,Masculino,Casado,2,Niterói,RJ,Designer Gráfico,Pós-graduação,6944.32,0.0,0.0,775,4255.26,12513.08,Sempre,16.21,3.4,Não,Não,Não,Saudável
588,40,Masculino,Solteiro,0,Caxias do Sul,RS,Enfermeiro,Superior,4692.3,0.0,15.36,746,10936.04,8811.54,Sempre,27.73,4.0,Sim,Sim,Não,Saudável
589,52,Feminino,Solteiro,2,Guarulhos,SP,Professor,Superior,4779.71,1590.22,7.08,750,11031.86,11432.37,Frequentemente,11.34,4.1,Não,Não,Não,Saudável
590,49,Masculino,Solteiro,1,Joinville,SC,Desenvolvedor de Software,Superior,12799.82,0.0,13.31,865,21935.16,16015.96,Sempre,15.6,16.8,Não,Sim,Sim,Saudável
591,22,Masculino,União Estável,0,Niterói,RJ,Estudante,Superior,2066.82,0.0,6.8,798,5126.0,4428.65,Sempre,32.0,0.6,Não,Não,Não,Saudável
592,38,Feminino,Casado,2,Duque de Caxias,RJ,Motoboy,Fundamental,2475.74,228.72,33.94,546,1356.05,2888.5,Frequentemente,7.23,2.3,Sim,Não,Sim,Em observação
593,39,Feminino,Solteiro,1,Porto Alegre,RS,Motoboy,Pós-graduação,3429.68,460.49,23.44,806,5451.12,7845.48,Às vezes,23.34,8.2,Não,Sim,Não,Saudável
594,42,Masculino,Solteiro,0,Rio de Janeiro,RJ,Recepcionista,Fundamental,3391.21,250.84,29.54,790,6602.21,5106.4,Às vezes,26.29,3.2,Sim,Sim,Não,Saudável
595,54,Masculino,Casado,1,Fortaleza,CE,Analista de TI,Médio,6132.14,0.0,79.97,463,45.99,944.38,Raramente,0.57,22.8,Sim,Sim,Sim,Em risco
596,67,Feminino,Casado,1,Manaus,AM,Cabeleireiro,Médio,3414.61,79.55,39.02,542,1908.63,3285.95,Às vezes,8.08,30.2,Não,Sim,Sim,Em observação
597,33,Feminino,União Estável,0,Pelotas,RS,Cozinheiro,Pós-graduação,2209.84,0.0,53.19,592,1025.19,1861.01,Raramente,5.42,10.9,Sim,Sim,Não,Em observação
598,44,Feminino,Solteiro,3,Maceió,AL,Contador,Superior,10394.04,0.0,7.69,975,18974.79,30204.17,Frequentemente,15.38,13.1,Não,Sim,Não,Saudável
599,34,Masculino,Casado,0,Niterói,RJ,Funcionário Público,Superior,11710.65,3911.0,10.27,900,26095.18,24548.54,Sempre,12.95,7.8,Não,Sim,Sim,Saudável
600,49,Feminino,Solteiro,0,Vitória,ES,Vendedor,Superior,3436.04,0.0,13.65,933,6707.89,9959.15,Frequentemente,27.64,11.5,Não,Não,Não,Saudável
601,43,Masculino,Solteiro,1,Palmas,TO,Eletricista,Médio,4804.09,0.0,0.77,908,10027.69,9194.87,Frequentemente,21.96,25.0,Não,Sim,Não,Saudável
